Release Date,Movie Title,Profit Amount
4/30/1999,Get Real,-847589
9/7/2007,In the Shadow of the Moon,-865642
4/8/2011,Meek's Cutoff,-1022228
2/11/2005,Inside Deep Throat,-1346379
9/24/2010,The Virginity Hit,-1363294
9/28/2001,Dinner Rush,-1384059
5/15/1998,Clockwatchers,-1462052
11/6/1985,Subway,-1609341
4/15/2005,House of D,-1611468
1/18/2008,Teeth,-1652422
7/26/1996,Stonewall,-1695398
9/8/2006,Sherrybaby,-1800824
9/18/1998,Six-String Samurai,-1875506
5/26/2000,Hum to Mohabbt Karega,-1878193
4/15/2005,It's All Gone Pete Tong,-1879380
1/29/2010,Saint John of Las Vegas,-1897355
4/15/1998,24 7: Twenty Four Seven,-1927456
9/19/2014,Pump,-1927723
10/24/2008,Roadside Romeo,-1944798
5/4/2001,Eureka,-1950612
7/18/2003,This Thing of Ours,-1962773
3/20/2009,Super Capers,-1969045
1/1/1993,Return of the Living Dead 3,-1979000
11/20/2009,The Missing Person,-1982104
2/10/2006,London,-1987333
8/27/2010,Circle,-1989976
10/31/2008,Eden Lake,-1992679
6/11/2010,Jerusalema,-1992706
6/23/2006,Say Uncle,-1994639
10/26/2012,The Ghastly Love of Johnny X,-1997564
12/29/2009,Lesbian Vampire Killers,-2000000
9/9/2011,Grave Encounters,-2000000
12/10/2004,Freeze Frame,-2000000
4/28/1971,Bananas,-2000000
12/31/2009,Nine Dead,-2000000
10/14/2008,No Man's Land: The Rise of Reeker,-2000000
7/7/2007,Rockaway,-2000000
8/12/1927,Wings,-2000000
3/17/2015,The Lady from Shanghai,-2000000
3/19/2013,Straight A's,-2000000
3/30/2012,The Legend of Hell's Gate: An American Conspiracy,-2000000
12/31/2012,Highway,-2000000
2/8/2013,Small Apartments,-2000000
4/1/2013,Stitches,-2000000
7/9/2013,Coffee Town,-2000000
12/31/2014,Lucky Dog,-2000000
12/31/2001,Pendulum,-2000000
9/9/2014,A Funny Thing Happened on the Way to the Forum,-2000000
12/31/2007,Slacker Uprising,-2000000
3/20/2015,The Walking Deceased,-2000000
12/31/2011,True Bromance,-2000000
12/31/2015,Good Ol' Boy,-2000000
8/21/2015,The Curse of Downers Grove,-2000000
12/31/2015,Wind Walkers,-2000000
9/24/2010,Buried,-943507
4/21/2015,The Marine 4,-1950000
5/8/1987,River's Edge,2700000
7/25/2008,Man on Wire,1062242
10/8/2010,Nowhere Boy,-454634
7/11/2003,Northfork,-479422
4/24/2015,Brotherly Love,-1421405
6/3/2011,Submarine,-1432398
4/9/2010,The Square,-1493784
2/8/2013,ABCD (Any Body Can Dance),-1677902
6/29/2007,Chacun sa nuit,-1881565
12/31/2015,Vaalu,-1900000
7/26/2013,Stranded,-1900000
8/27/2010,The Last Exorcism,39234350
11/16/1976,Carrie,24078153
11/9/1984,A Nightmare on Elm Street,23704513
6/27/2012,Beasts of the Southern Wild,10995746
1/29/1964,Dr. Strangelove,7364370
1/1/1973,Battle for the Planet of the Apes,7000000
9/18/1951,A Streetcar Named Desire,6200000
8/3/1968,Hang 'em High,5000000
11/15/2002,El crimen de padre Amaro,3919000
6/15/2001,Songcatcher,1250934
8/26/2011,Higher Ground,-958944
4/22/2011,POM Wonderful Presents: The Greatest Movie Ever Sold,-1161524
1/7/2005,Travellers and Magicians,-1293207
1/1/1993,Ed and his Dead Mother,-1799327
12/31/2009,Deadline,-1800000
3/13/2007,Sublime,-1800000
2/3/2012,Dysfunctional Friends,-1800000
12/31/2013,Independence Daysaster,-1800000
3/11/2014,Against the Wild,-1800000
6/18/1999,Lola rennt,5517324
2/7/2003,May,-1604460
10/8/2010,I Spit on Your Grave,-1656949
12/31/2013,Living Dark: The Story of Ted the Caver,-1750000
11/23/2001,In the Bedroom,34230604
1/1/1972,Conquest of the Planet of the Apes,8000000
2/28/2014,The Lunchbox,2531500
10/4/2013,Grace Unplugged,807159
10/1/1999,Happy Texas,243649
6/17/2005,My Summer of Love,-699085
6/24/2005,Yes,-1303965
8/5/1953,From Here to Eternity,28850000
1/1/1938,You Can't Take It With You,2356000
4/9/1999,Foolish,4426908
1/1/1949,She Wore a Yellow Ribbon,3800000
4/7/1974,The Conversation,2820000
10/15/2010,N-Secure,995644
2/1/2008,Sukkar banat,-539409
12/31/1989,Out of the Dark,-1180572
1/27/2006,Bubble,-1454618
9/23/2005,Dil Jo Bhi Kahey...,-1470681
1/15/1999,Mississippi Mermaid,-1572205
11/4/2005,I Love Your Work,-1596736
4/1/2011,Insidious,52509150
9/12/2003,Cabin Fever,19658188
5/2/2007,Waitress,17567631
9/8/1989,Kickboxer,13033681
2/26/1988,Bloodsport,10306119
1/1/1939,Mr. Smith Goes To Washington,7500000
10/5/2005,The Squid and the Whale,5872734
7/21/1995,Kids,5769578
3/13/2002,Kissing Jessica Stein,5525722
10/31/1945,Spellbound,5500000
4/20/1979,Dawn of the Dead,3600000
3/3/1995,Exotica,3546118
7/26/2013,The To Do List,1991669
2/1/2013,The Gatekeepers,908553
3/2/1984,Repo Man,800000
6/26/1998,Buffalo '66,680752
1/18/1985,Blood Simple,190913
4/19/2002,Nueve Reinas,-277111
4/19/2013,The Lords of Salem,-334119
3/25/2005,The Ballad of Jack and Rose,-787706
8/31/1994,Killing Zoe,-1081047
3/7/2008,Snow Angels,-1097142
8/10/2001,Session 9,-1121824
2/11/2011,MOOZ-lum,-1137761
9/5/2007,I Want Someone To Eat Cheese With,-1305432
8/19/2011,Amigo,-1315295
9/7/2007,Hatchet,-1324719
10/31/2008,My Name is Bruce,-1326934
2/5/1936,Modern Times,-1336755
5/11/2007,The Salon,-1360916
3/22/2002,Stolen Summer,-1380159
3/6/2015,Road Hard,-1386831
9/28/2005,Forty Shades of Blue,-1424172
10/9/2009,Trucker,-1447571
5/29/2009,Pontypool,-1496135
9/28/2015,Me You and Five Bucks,-1499138
11/4/2005,Wal-Mart: The High Cost of Low Price,-1500000
3/17/2006,Fetching Cody,-1500000
6/3/2011,The Lion of Judah,-1500000
11/11/2014,Once Upon a Time in Queens,-1500000
10/17/2014,Housebound,-1500000
2/13/2015,Girlhouse,-1500000
8/28/2015,Unsullied,-1500000
4/17/2015,Closer to the Moon,-1500000
5/26/2015,Mutant World,-1500000
11/20/2015,#Horror,-1500000
9/8/2015,Checkmate,-1500000
12/21/1937,Snow White and the Seven Dwarfs,183437485
1/1/1968,Shalako,1165000
4/29/2005,Holy Girl,-1095876
9/17/2004,Incident at Loch Ness,-1363170
4/5/2013,Eddie: The Sleepwalking Cannibal,-1398368
12/31/2014,Kurmanjan datka,-1400000
12/31/2015,One Shot,-1400000
12/31/2014,House at the End of the Drive,-1400000
8/21/2001,Batman - The Movie,-1377800
3/5/1999,Lock Stock and Two Smoking Barrels,2364067
8/19/1983,The Ballad of Gregorio Cortez,-396000
6/26/1936,San Francisco,1568000
10/9/1998,Festen,347780
10/11/1996,Trees Lounge,-550259
5/22/2009,The Girlfriend Experience,-604160
3/23/2007,Journey from the Fall,-664695
5/5/2000,The Basket,-690958
1/30/2015,Above and Beyond,-1011249
3/15/1985,Def-Con 4,-1089096
12/9/2005,Neal n' Nikki,-1199642
12/19/2003,The Hebrew Hammer,-1222245
6/13/2014,Los insolitos peces gato,-1288722
4/7/2006,Simon,-1296229
12/31/2009,The 41 Year Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,-1300000
5/24/2011,Forget Me Not,-1300000
6/26/2015,The Algerian,-1300000
1/1/1940,Rebecca,4712000
4/30/1981,Friday the 13th Part 2,20472776
1/1/1945,The Lost Weekend,9750000
8/31/1984,C.H.U.D.,3450000
4/19/2013,Filly Brown,1600357
1/21/1953,Niagara,1250000
10/28/1941,How Green Was My Valley,-1250000
1/13/2015,Da Sweet Blood of Jesus,-1250000
9/26/1975,The Rocky Horror Picture Show,138676417
10/29/2004,Saw,54768727
8/4/1989,Sex Lies and Videotape,22476707
2/22/2002,Monsoon Wedding,12676974
11/10/2000,You Can Count on Me,7980275
7/3/1951,Strangers on a Train,5800000
10/3/1955,The Trouble With Harry,5800000
12/29/1967,Il buono il brutto il cattivo,4900000
3/4/2003,The Day the Earth Stood Still,2500000
4/19/2013,Home Run,1659955
10/23/1992,Reservoir Dogs,1632029
7/7/2000,But I'm a Cheerleader,1005627
12/23/1956,The Wrong Man,800000
1/1/1976,The Blue Bird,-313000
4/13/2012,Blue Like Jazz,-604982
8/28/2015,Que Horas Ela Volta?,-864719
11/19/1982,Q,-945000
3/21/2003,Down & Out with the Dolls,-1141064
6/1/2012,Pink Ribbons Inc.,-1173392
2/11/2011,Certifiably Jonathan,-1192174
12/31/2008,Extreme Movie,-1200000
10/20/1936,The Charge of the Light Brigade,-1200000
6/18/2004,Grand Theft Parsons,-1200000
8/28/2012,Below Zero,-1200000
9/7/2012,Crowsnest,-1200000
9/14/2012,Airborne,-1200000
9/9/2014,Cotton Comes to Harlem,-1200000
2/3/2015,Bleeding Hearts,-1200000
12/31/2013,The Wicked Within,-1200000
9/18/2015,La navaja de Don Juan,-1200000
3/21/2014,God’s Not Dead,59605732
10/7/2005,Waiting...,14999543
5/12/2006,Dead Man's Shoes,-1118987
12/25/2005,Wolf Creek,15086348
3/23/2012,Serbuan maut,3005123
9/4/1987,The Offspring,255728
2/22/2002,Sex with Strangers,-852260
5/18/2012,Beyond the Black Rainbow,-1043509
5/14/2003,Dracula: Pages from a Virgin's Diary,-1060341
11/21/2014,The Sleepwalker,-1097364
4/7/2009,Faith Like Potatoes,-1100000
3/23/2010,Lake Mungo,-1100000
4/7/2015,Silent Running,-1100000
12/31/2010,Dead Undead The,-1100000
12/31/2013,The Vatican Exorcisms,-1100000
12/11/2009,Rocket Singh: Salesman of the Year,-905351
1/23/1943,Casablanca,9423500
11/21/1976,Rocky,116235147
1/6/2012,The Devil Inside,52261944
10/7/1963,Tom Jones,36600000
4/17/2015,Unfriended,31482090
2/8/1976,Taxi Driver,27262574
5/24/2006,An Inconvenient Truth,22814997
2/1/1980,The Fog,20378361
5/25/2012,Chernobyl Diaries,17119640
4/10/1981,The Howling,16985000
5/8/1963,Dr. No,15067035
9/18/1987,Hellraiser,12323420
9/16/2005,Cry Wolf,9047674
8/18/2000,Godzilla 2000,9037390
12/29/2010,Blue Valentine,8737892
12/2/2005,Transamerica,8015303
1/1/1970,Beyond the Valley of the Dolls,8000000
1/1/1956,Love Me Tender,8000000
1/1/1949,Sands of Iwo Jima,6800000
9/25/2015,The Green Inferno,5833445
10/19/2012,The Sessions,5002451
4/4/2008,Shine a Light,4371629
3/23/2012,October Baby,4355847
9/12/2014,The Skeleton Twins,4284309
6/14/2013,20 Feet From Stardom,3946250
6/12/2009,Food Inc.,3417674
8/21/1998,Next Stop Wonderland,2386698
6/6/2014,Obvious Child,2122616
10/21/2011,Martha Marcy May Marlene,1981038
8/3/2005,Junebug,1678010
8/1/2008,Frozen River,1511476
11/21/2001,The Sidewalks of New York,1402459
4/24/1998,Two Girls and a Guy,950218
9/29/2000,The Broken Hearts Club: A Romantic Comedy,744858
6/28/2006,Who Killed the Electric Car?,678874
7/17/1996,Walking and Talking,231303
9/19/2003,Bubba Ho-Tep,184656
12/7/2001,No Man's Land,59830
10/9/1998,Slam,-17786
4/6/2001,Brigham City,-147794
12/1/2000,Panic,-232993
9/8/2000,Fiza,-376209
2/3/2010,Ajami,-378141
10/23/1998,Orgazmo,-417976
7/29/2011,The Future,-431338
2/14/2003,All the Real Girls,-450334
6/20/1997,Dream With The Fishes,-457091
7/19/2013,The Act of Killing,-513081
5/2/2003,Blue Car,-535874
10/19/2007,Wristcutters: A Love Story,-553835
5/5/2000,Luminarias,-571465
8/22/2003,The Battle of Shaker Heights,-719649
1/18/2008,Taxi to the Dark Side,-725339
9/24/2004,Guiana 1838,-772759
12/30/2002,Love Lisa,-786863
7/7/2006,Once in a Lifetime: the Extraordinary Story of the New York Cosmos,-855399
8/22/2001,Lisa Picard is Famous,-886567
7/31/2015,Beyond the Brick: A LEGO Brickumentary,-898469
10/30/2009,The House of the Devil,-898785
6/1/2012,Hardflip,-903266
9/16/2005,Chocolate: Deep Dark Secrets,-951000
7/1/2011,The Perfect Host,-951236
9/25/1998,The Last Big Thing,-977566
8/7/1998,Safe Men,-978790
8/31/2001,Speedway Junky,-982873
2/13/2015,Hits,-984844
9/22/2000,The Specials,-987004
9/3/2010,16 to Life,-988426
1/17/2007,Alone with Her,-989213
11/21/2008,Special,-992798
4/10/2015,The Sisterhood of Night,-993130
3/19/1999,Sparkler,-994506
3/18/2005,The Helix... Loaded,-996300
4/21/2006,In Her Line of Fire,-999116
12/13/2002,The Jimmy Show,-999297
12/31/2015,Karachi se Lahore,-1000000
12/31/2006,Loving Annabelle,-1000000
12/1/2009,Frat Party,-1000000
9/15/2006,Jimmy and Judy,-1000000
10/24/2003,The Party's Over,-1000000
7/17/2009,The Poker House,-1000000
9/23/2005,Proud,-1000000
12/31/2008,Steppin: The Movie,-1000000
1/29/2010,Zombies of Mass Destruction,-1000000
3/20/2012,Snow White: A Deadly Summer,-1000000
10/9/2012,Truth or Die,-1000000
5/14/2013,Black Rock,-1000000
1/7/2014,Hidden Away,-1000000
10/4/2013,My Last Day Without You,-1000000
12/31/2014,Doc Holliday's Revenge,-1000000
6/24/2014,A Fine Step,-1000000
12/31/2013,Heli,-1000000
3/25/2015,Antarctica: A Year on Ice,-1000000
2/10/2015,Fear Clinic,-1000000
3/10/2015,The Pet,-1000000
12/31/2015,Bang Bang Baby,-1000000
12/31/2008,Childless,-1000000
12/31/2015,Creative Control,-1000000
6/1/2007,And Then Came Love,-980842
4/14/2006,Hard Candy,74640
9/27/2002,Charly,-136315
1/10/2014,Banshee Chapter,-950000
12/31/2010,Trance,-950000
8/12/2014,Jesse,-950000
3/3/2015,Ask Me Anything,-950000
4/13/2012,L!fe Happens,-899095
11/21/2014,Food Chains,-913000
7/28/1954,On the Waterfront,8690000
7/12/2013,Fruitvale Station,15198998
1/25/2008,4 luni 3 saptamani si 2 zile,296321
8/26/2011,Circumstance,-445879
8/25/2006,The Quiet,-518580
4/5/2013,The Brass Teapot,-893003
12/31/2014,40 Weeks,-900000
5/5/2015,Le bonheur d'Elza,-900000
8/31/2012,For a Good Time Call,401749
1/30/2004,Latter Days,-16882
3/21/2008,The Hammer,-407362
8/28/2015,Windsor Drive,-846744
12/31/2012,Snitch,-850000
12/31/2008,Harrison Montgomery,-850000
8/3/2012,Celeste and Jesse Forever,2263407
10/25/2002,Time Changer,675711
8/11/2009,London to Brighton,-825000
12/31/2009,Crying With Laughter,-820000
12/30/2011,Jodaeiye Nader az Simin,6298492
5/10/1996,Welcome to the Dollhouse,3398137
3/28/2003,Raising Victor Vargas,1273984
8/9/2002,Pandora's Box,81950
7/18/2007,Cama adentro,-599567
3/10/2000,Deterrence,-655417
5/7/2004,The Mudge Boy,-737456
4/11/2003,The Young Unknowns,-741837
6/19/2009,Dod sno,-753258
9/19/2014,Not Cool,-764312
2/3/2012,Kill List,-770937
1/9/2015,Vessel,-800000
8/6/2004,Saints and Soldiers,530470
8/11/1973,American Graffiti,114223000
9/8/2006,Iraq for Sale: The War Profiteers,-775000
9/9/2011,Kevin Hart: Laugh at My Pain,6956436
4/13/2007,Aqua Teen Hunger Force Colon Movie Film for Theaters,4770368
6/8/2012,Safety Not Guaranteed,3260957
2/3/2012,The Innkeepers,-671604
8/29/2014,Il conformista,-690344
11/15/2002,Interview with the Assassin,-702671
7/1/2005,Undead,-708804
1/23/2009,Donkey Punch,-730633
10/11/2013,All the Boys Love Mandy Lane,-750000
4/7/2009,Bled,-750000
12/31/2014,Destiny,-750000
6/25/1968,La mariée était en noir,-702434
1/1/1952,High Noon,7270000
10/14/1994,Hoop Dreams,7046701
6/24/2005,Rize,2578611
8/11/2006,Half Nelson,1997938
9/7/2001,L.I.E.,440965
10/8/1999,Naturally Native,-689492
1/26/2010,B-Girl,-700000
3/13/2015,Walter,-700000
4/7/1933,King Kong,9328000
4/10/1953,House of Wax,23142000
6/19/1998,Hav Plenty,1651777
10/11/2013,Escape from Tomorrow,-478038
12/31/2012,After,-650000
12/31/2009,Starsuckers,-640000
12/31/2013,Treachery,-625000
9/6/1935,Top Hat,1173000
3/26/1970,Woodstock,33905110
8/10/1977,The Kentucky Fried Movie,14400000
5/10/1967,Per qualche dollaro in più,3700000
10/31/2000,Mercy Streets,-426401
5/2/2014,Water & Power,-557443
10/19/2007,Arnolds Park,-576384
7/2/1999,Broken Vessels,-584970
8/23/2002,Crop Circles: Quest for Truth,-600000
8/8/2014,The Maid's Room,-600000
12/31/2014,Light from the Darkroom,-600000
2/24/2015,Irreplaceable,-600000
8/11/1964,A Hard Day's Night,977860
7/29/2011,The Harvest/La Cosecha,-556291
12/31/2015,Julija in alfa Romeo,-560000
12/31/1931,Mata Hari,342000
5/9/1980,Friday the 13th,39204601
4/27/1984,Love Letters,4719990
9/12/2014,Faith Connections,-540889
3/6/2012,High Road,-546173
9/26/2008,Fireproof,32956317
11/15/1974,Benji,31059560
8/6/2004,Open Water,30000882
1/1/1977,Kingdom of the Spiders,16500000
5/13/2005,Mad Hot Ballroom,7545515
10/3/2003,The Station Agent,5239376
1/22/2010,To Save a Life,3277210
6/16/2006,Wordplay,2619555
10/22/1999,Beyond the Mat,1547570
2/1/2002,The Singles Ward,750798
7/8/2011,Sholem Aleichem: Laughing in the Darkness,631261
1/30/2004,Osama,627331
6/9/2000,Groove,615313
1/31/2003,The R.M.,611615
7/30/1999,Twin Falls Idaho,485341
8/20/2004,Mean Creek,103951
8/23/2013,Drinking Buddies,-156294
2/13/1998,Hurricane Streets,-165959
7/12/2002,Never Again,-192369
11/19/1956,Shichinin no samurai,-228264
8/29/2003,Civil Brand,-245707
10/29/2010,Monsters,-262699
3/24/2006,Lonesome Jim,-345813
4/17/2013,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,-347551
9/28/2012,The Other Dream Team,-365891
4/1/2011,Rubber,-399630
1/1/1991,Johnny Suede,-445000
10/5/2007,Finishing the Game,-447150
4/18/2008,Kiss the Bride,-467967
7/11/2003,The Journey,-480200
4/23/2009,Home,-484567
1/10/2003,The Slaughter Rule,-486866
5/14/2010,The Living Wake,-487768
2/27/2009,Scott Walker: 30 Century Man,-493160
10/21/2005,The Californians,-495866
9/10/2014,Born to Fly: Elizabeth Streb vs. Gravity,-498178
6/28/2013,Detention of the Dead,-498222
12/31/2006,Fengkuang de Shitou,-500000
1/8/2013,Now is Good,-500000
11/2/2001,Everything Put Together,-500000
12/31/2010,Drones,-500000
4/3/2012,Enter Nowhere,-500000
7/17/2012,Girls Gone Dead,-500000
12/31/2005,Insomnia Manica,-500000
12/31/2014,America Is Still The Place,-500000
7/24/2015,The Outrageous Sophie Tucker,-500000
3/10/2015,Subconscious,-500000
4/14/2015,Roadside,-500000
12/31/2014,Diamond Rufff,-500000
2/10/2015,Love in the Time of Monsters,-500000
12/31/2012,El rey de Najayo,-500000
12/31/2014,Fight to the Finish,-500000
12/31/2013,Bucky and the Squirrels,-500000
12/31/1990,Going Under,-500000
6/23/2015,Crossroads,-500000
8/11/2015,Alleluia! The Devil's Carnival,-500000
12/1/2015,Brooklyn Bizarre,-500000
12/31/2016,Crabs!,-500000
12/31/2014,The Sound and the Shadow,-500000
12/31/1984,The Toxic Avenger,-475000
9/25/2009,Paranormal Activity,107468810
1/1/1991,Straight out of Brooklyn,2262293
3/31/2006,Brick,1625743
8/22/1997,Sunday,-39081
8/11/2006,Conversations with Other Women,-70582
5/9/2008,Poultrygeist: Night of the Chicken Dead,-436196
7/11/2014,As It Is in Heaven,-436514
7/1/2014,Mutual Friends,-450000
12/31/2014,Rise Of the Entrepreneur - The Search For A Better Way,-450000
3/9/1933,42nd Street,999000
8/3/1990,Metropolitan,2508000
1/21/2005,Gory Gory Hallelujah,-413202
4/25/2014,Blue Ruin,-58724
6/11/2004,Napoleon Dynamite,44140956
5/10/1975,Monty Python and the Holy Grail,3027696
8/2/2006,Quinceanera,1292693
4/26/2002,Dogtown and Z-Boys,893295
10/24/2008,Heroes,255538
10/6/2004,Tarnation,192014
10/15/2010,I Want Your Money,33588
1/1/1983,E tu vivrai nel terrore - L'aldilà,-273613
5/16/1980,Home Movies,-310866
7/27/2001,Jackpot,-355548
12/10/2004,Fabled,-368575
10/13/2005,The Dark Hours,-399577
4/1/1986,My Beautiful Laundrette,-400000
11/4/2005,Show Me,-400000
12/31/2014,Pancakes,-400000
3/31/2015,Viskningar och rop,-400000
9/5/1916,Intolerance,-385907
2/1/1929,The Broadway Melody,2421000
4/15/1983,The Evil Dead,2025000
5/21/1999,Trekkies,242172
1/1/1980,Maniac,9650000
1/1/1987,American Ninja 2: The Confrontation,3650000
7/8/2005,Murderball,1173883
9/1/2010,My Dog Tulip,-103426
10/18/2006,51 Birch Street,-265311
11/15/2002,Revolution#9,-340882
4/10/2009,Royal Kill,-350000
4/13/1957,12 Angry Men,-340000
10/17/1978,Halloween,46675000
1/1/1934,It Happened One Night,2175000
6/25/2010,Dogtooth,-212752
11/24/1999,Tumbleweeds,965188
11/14/2003,Tupac Resurrection,7418961
3/10/2000,God's Army,2328829
10/17/2003,Pieces of April,2198144
9/20/1996,When The Cat's Away,1352472
12/10/2008,Wendy and Lucy,565695
9/11/1998,Let's Talk About Sex,73615
8/25/2006,Old Joy,-44077
7/15/2005,First Morning,-212736
3/11/2011,3 Backyards,-260525
4/12/2006,Sisters in Law,-266688
7/19/2002,Ayurveda: Art of Being,-283108
8/7/1998,First Love Last Rites,-289124
5/6/2005,Fighting Tommy Riley,-289760
3/28/2014,Locker 13,-296504
10/31/2014,All You Need Is Love,-300000
4/1/1975,Death Race 2000,-300000
7/3/2012,Some Guy Who Kills People,-300000
8/7/2013,Midnight Cabaret,-300000
3/10/2015,Teeth and Blood,-300000
12/31/2015,Walking to Paris,-300000
12/31/2010,Anderson's Cross,-300000
12/31/2010,Death Calls,-290000
8/17/2012,Compliance,49285
5/1/1981,Graduation Day,23644000
4/4/1997,Chasing Amy,11756514
6/28/2002,Lovely and Amazing,3960379
4/11/2003,Better Luck Tomorrow,3552390
10/28/2011,Like Crazy,3145391
6/16/1995,The Incredibly True Adventure of Two Girls in Love,1960408
7/14/2000,Chuck&Buck,805671
3/16/2001,American Desi,652835
9/11/1998,Cube,239220
3/28/1997,Love and Other Catastrophes,-37715
8/28/1998,I Married a Strange Person,-46866
7/22/2005,November,-58138
9/17/1999,Sugar Town,-71905
3/28/2008,Happy Valley,-182335
8/2/2013,The Canyons,-190329
6/28/2006,The Motel,-198460
7/15/2005,On the Outs,-200228
12/14/2007,Shotgun Stories,-204339
6/6/2014,Test,-231177
1/8/1999,Sticky Fingers of Time,-231805
8/15/2014,Night Lights,-237152
10/21/2008,Sunday School Musical,-250000
10/5/2010,Rust,-250000
12/31/2010,The Christmas Bunny,-250000
11/10/2009,Ink,-250000
12/18/2012,The Frozen,-250000
4/11/2014,Jesus People,-250000
12/31/2010,Butterfly,-250000
2/3/2015,UnDivided,-250000
12/31/2014,Horse Camp,-250000
2/24/2015,Give Me Shelter,-250000
12/31/2011,Rock the House,-250000
3/24/2015,Along the Roadside,-250000
12/31/2015,Shooting the Warwicks,-250000
8/18/2015,The Love Letter,-250000
10/9/2015,Western Religion,-250000
1/1/1925,The Big Parade,10755000
10/31/2008,Little Big Top,-232516
10/9/2009,Bronson,-125021
7/20/2012,Burn,884276
9/15/2000,Urbania,807075
6/13/1953,The Beast from 20000 Fathoms,4790000
7/25/1969,The Stewardesses,13300000
3/21/1980,Mad Max,8550000
12/24/1916,20000 Leagues Under the Sea,7800000
10/18/1996,Swingers,4305922
1/18/1967,Per un pugno di dollari,3300000
2/25/2011,The Grace Card,2230735
2/9/1933,She Done Him Wrong,1800000
2/11/2000,Trois,960268
10/22/2004,Short Cut to Nirvana: Kumbh Mela,181225
10/12/2012,Middle of Nowhere,36806
10/10/2008,Call+Response,12989
5/10/2002,The Business of Fancy Dancing,-25318
5/10/2002,Hybrid,-37395
6/13/2008,Baghead,-59984
9/10/2004,Malevolence,-73979
9/9/2005,Side Effects,-157890
10/10/2008,Good Dick,-171165
7/21/2006,The Case of the Grinning Cat,-192967
1/7/2005,Solitude,-194118
3/14/2014,The Word,-196352
6/15/2007,The Trials of Darryl Hunt,-198783
10/19/2007,The Man From Earth,-200000
12/31/2004,Samantha: An American Girl Holiday,-200000
1/17/2008,Yesterday Was a Lie,-200000
9/12/2014,Archaeology of a Woman,-200000
8/26/2014,Sanctuary; Quite a Conundrum,-200000
9/29/2015,Theresa Is a Mother,-200000
9/23/2011,Weekend,279947
1/22/1999,Bacheha-Ye aseman,753933
2/27/2015,Butterfly Girl,-171044
8/8/1986,She's Gotta Have It,6962502
7/22/2011,Another Earth,1146194
9/4/2015,Heroes of Dirt,-175000
6/30/1979,Dolphin,-156000
9/11/2009,The Horse Boy,-3388
3/1/2002,The Calling,-127908
1/1/1971,Sweet Sweetback's Baad Asssss Song,15050000
5/16/2007,Once,9289923
7/19/2002,Tadpole,2741288
6/23/2000,Woman Chaser,-39281
4/17/2015,Antarctic Edge: 70º South,-142807
8/21/2015,Top Spin,-145704
10/6/2009,A Charlie Brown Christmas,-150000
5/3/2013,Aroused,-150000
12/31/2015,Escaping the Holocost,-150000
12/31/2013,Speak No Evil,-150000
10/18/1974,The Texas Chainsaw Massacre,26432439
12/20/1989,Roger & Me,6337936
4/27/2012,Sound of My Voice,273015
11/16/1942,Cat People,3866000
7/18/2014,An American in Hollywood,-125000
8/11/2015,The Brain That Sings,-125000
6/15/2012,Your Sister's Sister,1477486
6/30/2006,The Blood of My Brother: A Story of Death in Iraq,-120000
10/1/1968,Night of the Living Dead,11886000
2/8/1915,The Birth of a Nation,9890000
10/3/2003,The Work and the Story,-86863
9/29/2006,Facing the Giants,10078331
1/1/1977,Eraserhead,6900000
3/1/1987,Hollywood Shuffle,5128617
9/17/1920,Over the Hill to the Poorhouse,2900000
10/9/1998,The Mighty,2543689
5/10/1980,Penitentiary,187000
2/6/2004,The Lost Skeleton of Cadavra,10536
3/21/2014,Cheap Thrills,-40576
6/19/2014,The Past is a Grotesque Animal,-79944
11/9/2001,Keeping it Real: The Adventures of Greg Walloch,-98642
5/18/2012,Indie Game: The Movie,-100000
12/31/2014,Dude Where's My Dog,-100000
12/31/2013,Echo Dr.,-100000
3/17/2015,Closure,-100000
12/31/2015,Lunchtime Heroes,-100000
3/25/2015,Open Secret,-100000
3/31/2016,The Night Vistor,-100000
7/7/2015,Tiger Orange,-100000
8/30/1972,The Last House on the Left,3013000
7/17/2015,Dawn of the Crescent Moon,-66201
9/29/2015,Queen Crag,-75000
7/25/2014,Happy Christmas,-39688
1/28/2005,Peace Propaganda and the Promised Land,-65070
12/31/2011,Absentia,-70000
7/10/1998,Pi,3148970
2/20/1998,I Love You … Don't Touch Me!,-34402
2/26/1999,20 Dates,470767
5/7/2004,Super Size Me,11464368
7/14/1999,The Blair Witch Project,140479099
1/25/2013,Supporting Characters,-55083
3/16/2012,The FP,-60000
10/4/2013,The Dirties,-55000
8/9/1995,The Brothers McMullen,10152068
3/16/2001,Gabriela,2285352
11/12/2010,Tiny Furniture,341674
2/22/2008,The Signal,201150
7/31/2015,Counting,-41626
12/31/2009,Big Things,-50000
12/31/2005,The Call of Cthulhu,-50000
8/4/2015,Bending Steel,-50000
9/1/2015,Run Hide Die,-50000
10/25/2013,A True Story,-45000
3/27/2015,The Salt of the Earth,1298413
10/27/2000,George Washington,199816
6/21/2013,This Is Martin Bonner,-42000
8/25/2000,Smiling Fish and Goat on Fire,237233
3/12/2010,The Exploding Girl,-14428
2/11/2011,Raymond Did It,-36368
7/1/1991,The Last Waltz,286952
10/25/2013,Her Cry: La Llorona Investigation,-35000
12/31/2014,Happy 40th,-35000
