Release Date,Movie Title,Profit Amount
11/15/1996,The English Patient,43651430
3/25/2005,Guess Who,32962333
12/21/2012,This is 40,32544505
9/19/1997,L.A. Confidential,29604977
7/29/2005,Sky High,28939454
9/19/1997,In & Out,28826569
4/30/2010,A Nightmare on Elm Street,28075011
8/18/2000,The Cell,26280963
7/7/1995,Species,25000401
10/8/2010,Secretariat,24699513
4/7/2006,The Benchwarmers,22651794
3/13/1998,The Man in the Iron Mask,21876365
7/22/2011,Friends with Benefits,20802754
3/23/2007,TMNT,19149098
10/24/2003,Radio,17333738
11/25/2009,Old Dogs,14492060
5/22/2015,Poltergeist,12425125
1/23/2009,Underworld 3: Rise of the Lycans,10802315
11/18/1992,Malcolm X,9707772
7/29/2005,Must Love Dogs,8894863
7/3/2007,License to Wed,8799818
2/28/1997,Donnie Brasco,6954997
10/17/2008,Max Payne,5687294
3/26/2004,The Ladykillers,4692139
3/15/2002,Resident Evil,4532308
5/6/2011,Something Borrowed,4046489
12/1/2006,The Nativity Story,2629831
10/28/2011,In Time,2553932
4/23/2010,The Back-up Plan,2490007
11/9/2011,J. Edgar,2306030
11/17/2000,Bounce,1805288
5/8/2015,Hot Pursuit,-419799
12/3/2004,Closer,-1012243
11/21/2001,Black Knight,-1577194
12/23/1994,Street Fighter,-1789025
7/22/2005,The Bad News Bears,-2131651
12/27/2002,The Pianist,-2480678
5/6/2005,House of Wax,-2935200
10/19/2001,From Hell,-3401692
8/15/2008,Mirrors,-4308561
2/22/2002,Queen of the Damned,-4692196
8/20/2010,Nanny McPhee and the Big Bang,-5988785
1/25/2008,Untraceable,-6312165
11/21/1990,Predator 2,-6682487
9/23/2011,Abduction,-6912845
12/5/1980,Flash Gordon,-7892040
3/28/2008,Superhero Movie,-8361480
2/12/1999,Blast from the Past,-8505389
10/19/2012,Alex Cross,-9111588
3/26/2004,Jersey Girl,-9733871
11/21/1997,Midnight in the Garden of Good and Evil,-9921063
11/9/2001,Heist,-11516643
4/9/2004,Ella Enchanted,-12086323
12/25/1992,Hoffa,-12132125
7/25/2008,The X-Files: I Want to Believe,-14017522
8/24/2012,Premium Rush,-14724554
1/18/2013,Broken City,-15298836
8/19/2005,Valiant,-15521894
2/23/2000,Wonder Boys,-15610546
2/25/2005,Cursed,-15705099
12/21/2007,Walk Hard: The Dewey Cox Story,-16682849
9/20/2002,The Four Feathers,-16693834
4/30/2010,Furry Vengeance,-17369535
1/25/2013,Parker,-17383359
9/17/2004,Wimbledon,-18137415
9/15/2000,Bait,-19674873
12/8/2000,Dungeons and Dragons,-19814759
11/9/2007,Lions for Lambs,-20001930
1/18/1991,Flight of the Intruder,-20528560
5/27/2011,The Tree of Life,-21694335
8/17/2001,American Outlaws,-21735014
8/11/2006,Zoom,-23368755
12/25/2001,The Shipping News,-23594175
12/18/2009,The Young Victoria,-23998728
3/28/2014,Sabotage,-24491482
9/11/2009,Whiteout,-24724362
3/6/2015,Unfinished Business,-24780499
11/22/2006,The Fountain,-24855990
9/4/1998,Knock Off,-24923864
11/29/2013,Mandela: Long Walk to Freedom,-26676915
12/5/2008,Punisher: War Zone,-26949023
9/5/2003,The Order,-27340253
11/10/2006,A Good Year,-27540700
11/6/2002,Femme Fatale,-28407897
5/2/1997,Warriors of Virtue,-28551183
9/30/2015,The Walk,-28569324
9/26/2003,Luther,-29218914
1/21/2010,Biutiful,-29898763
2/21/1992,Radio Flyer,-30348023
4/16/1993,Bound by Honor,-30503417
2/28/1997,Smilla's Sense of Snow,-32778006
10/3/1986,Playing for Keeps,-33000000
1/1/1980,Lion of the Desert,-33500000
4/19/1996,Le hussard sur le toit,-33713571
11/24/1999,Ride With the Devil,-34369221
9/22/2006,Bandidas,-35000000
12/31/2008,Black Water Transit,-35000000
3/13/2015,The Lovers,-35000000
12/25/2011,The Darkest Hour,-13356506
9/19/2014,The Maze Runner,68427862
4/10/2015,The Longest Ride,3446117
9/17/1993,The Age of Innocence,-1985007
8/14/2009,Gake no ue no Ponyo,-18909601
9/1/1999,Chill Factor,-22736034
8/27/1999,The Astronaut's Wife,-23327434
5/5/2000,I Dreamed of Africa,-27456806
9/5/2014,Thunder and the House of Magic,-33995909
12/4/1981,Reds,16500000
12/11/1992,A Few Good Men,107525790
6/2/2000,Big Momma's House,84559438
3/16/2001,Exit Wounds,18758599
7/27/2012,Step Up Revolution,2074677
8/18/2006,Snakes on a Plane,1020814
4/16/2004,The Punisher,571379
9/8/2000,The Watcher,-4053385
4/27/2012,Safe,-15857920
3/14/2008,Doomsday,-21991230
4/23/1999,Pushing Tin,-24591165
5/12/2006,Goal! The Dream Begins,-28716745
7/31/2015,The Young and Prodigious T.S. Spivet,-32823153
11/13/2015,Rings,-33000000
5/25/1983,Star Wars Ep. VI: Return of the Jedi,276625409
5/13/2011,Bridesmaids,136606725
12/10/2008,The Reader,1694407
4/26/2013,The Big Wedding,-10680652
2/24/2012,Wanderlust,-15211845
11/7/2003,Elf,141398518
7/5/1996,Phenomenon,72632573
6/12/2013,This is the End,69470202
1/18/2002,Snow Dogs,49150692
6/16/2006,Nacho Libre,48197993
11/23/1988,Scrooged,27450353
8/27/2010,Takers,25744720
4/1/2011,Source Code,22712227
9/10/1999,Stigmata,18041732
11/10/2000,Men of Honor,16814909
9/2/2005,The Transporter 2,11095600
2/18/2011,Big Mommas: Like Father Like Son,5915414
2/23/2007,The Number 23,3193167
1/15/1993,Alive,2327309
12/14/1979,1941,2175000
10/21/2005,Dreamer: Inspired by a True Story,1022286
9/23/2005,A History of Violence,-506218
3/15/2013,The Incredible Burt Wonderstone,-9462119
2/10/1995,The Quick and the Dead,-13456350
4/30/2004,Laws of Attraction,-14151678
9/3/2010,Going the Distance,-14195701
10/22/1999,Bringing Out The Dead,-15359790
3/19/2010,Repo Men,-18205165
9/14/2007,D-War,-21022279
9/6/1996,Bogus,-27659174
3/26/1997,Cats Don't Dance,-28437251
12/8/1999,Cradle Will Rock,-29100030
12/15/2006,The Good German,-30691304
12/31/2004,George and the Dragon,-32000000
8/15/1979,Apocalypse Now,47300000
11/2/2012,Flight,62772375
12/18/1985,Out of Africa,48096868
6/29/1979,Moonraker,39300000
3/7/2014,The Grand Budapest Hotel,28076019
7/29/2015,Vacation,27787835
7/18/1990,Arachnophobia,22208180
4/28/2000,Frequency,13983704
9/28/2001,Hearts in Atlantis,-6814219
1/22/2010,Extraordinary Measures,-18517259
10/20/1995,Get Shorty,41502669
6/8/1984,Ghostbusters,212212467
11/22/1995,Toy Story,161652928
12/27/2002,Chicago,140687518
6/25/1999,Big Daddy,133479795
8/10/2001,American Pie 2,115096820
2/10/2012,The Vow,95014030
6/10/1994,Speed,90360822
8/16/2013,Lee Daniels' The Butler,86632095
9/29/2000,Remember the Titans,85654751
8/14/2009,District 9,85646235
6/18/2004,Dodgeball: A True Underdog Story,84326736
11/22/1991,The Addams Family,83502246
3/2/1990,The Hunt for Red October,83485385
11/10/1995,Ace Ventura: When Nature Calls,78344348
8/3/2001,The Princess Diaries,78244774
3/5/1999,Analyze This,76823373
9/20/1996,The First Wives Club,75444419
12/15/2004,Million Dollar Baby,70422786
9/22/1995,Se7en,70058010
10/8/2003,Mystic River,60135191
11/10/1999,Pokemon: The First Movie,55744662
11/19/2004,SpongeBob SquarePants: The Movie,55416609
12/4/2009,Up in the Air,53823381
6/25/2004,The Notebook,51001787
4/10/2009,Hannah Montana the Movie,49559647
1/13/2008,27 Dresses,46806312
11/17/2000,Rugrats in Paris,46501438
12/25/1991,The Prince of Tides,44787599
8/12/2005,Four Brothers,44494381
9/28/2012,Looper,36486205
12/23/1994,Legends of the Fall,36484854
2/1/2013,Warm Bodies,36380662
12/13/2002,About Schmidt,35005217
1/17/2014,The Nut Job,34251538
2/16/2001,Down to Earth,34172251
8/4/1995,Babe,33634380
8/8/2012,Hope Springs,33536011
4/18/2008,Forgetting Sarah Marshall,32932375
10/8/2004,Friday Night Lights,31188085
4/25/2008,Baby Mama,30321790
5/29/1998,Hope Floats,30033780
1/9/2009,Bride Wars,28715510
8/20/2004,Without a Paddle,28156435
4/23/2004,13 Going On 30,27139723
5/20/2011,Midnight in Paris,26816662
10/5/2005,Wallace & Gromit: The Curse of the Were-Rabbit,26068547
12/21/2007,P.S. I Love You,23695808
9/16/2005,The Corpse Bride,23359111
5/14/2010,Letters to Juliet,23032453
4/6/2001,Blow,22990775
2/12/1999,Message in a Bottle,22799004
7/24/2015,Southpaw,22316554
7/3/2002,Like Mike,21432423
12/7/2007,Atonement,20980159
3/18/1994,Naked Gun 33 1/3: The Final Insult,20825302
6/9/1989,Star Trek V: The Final Frontier,20531965
5/24/1985,A View to a Kill,19667091
1/14/2005,Racing Stripes,19186871
4/13/2012,The Three Stooges,14338224
7/21/2000,Pokemon 2000,13746923
9/22/1989,Black Rain,13140147
1/13/2006,Glory Road,12647449
4/24/2015,The Age of Adaline,12629776
8/6/2010,Step Up 3D,12400223
5/29/2009,Drag Me To Hell,12100625
4/13/2012,The Cabin in the Woods,12073277
9/19/2003,Secondhand Lions,12023715
11/10/2006,Stranger Than Fiction,10435190
4/8/2011,Hanna,10259119
8/16/2002,Blue Crush,10118420
10/19/2007,30 Days of Night,9568996
12/19/1986,Little Shop of Horrors,8747385
9/15/2006,Gridiron Gang,8432823
7/20/1988,Midnight Run,8413606
1/25/2008,Meet the Spartans,8233676
11/13/1987,The Running Man,7743350
9/13/2013,The Family,6918811
11/21/1997,Mortal Kombat: Annihilation,5927406
7/1/2011,Larry Crowne,5608245
10/18/2013,Carrie,5266619
4/1/2006,Take the Lead,4742066
11/24/2010,Love and Other Drugs,2367005
6/3/2015,Entourage,2363404
6/1/2001,What's the Worst That Could Happen?,2267774
2/8/2013,Side Effects,2172757
9/9/2009,9,1749894
7/2/2014,Deliver Us from Evil,577122
8/1/2014,Get on Up,569935
4/27/2012,The Five-Year Engagement,-1299715
4/2/2004,The Prince & Me,-1834118
7/15/2011,Winnie the Pooh,-3307154
5/15/1998,Bulworth,-3474166
6/13/2003,Dumb and Dumberer: When Harry Met Lloyd,-3785154
8/4/1995,Virtuosity,-6019234
9/18/1998,One True Thing,-6790560
2/4/2011,Sanctum,-6790690
7/21/2006,My Super Ex-Girlfriend,-7469705
9/17/2004,Mr. 3000,-8199698
11/19/2010,The Next Three Days,-8851349
8/6/2004,Little Black Book,-9577793
1/19/2005,Assault On Precinct 13,-9959105
10/4/2013,Runner Runner,-10683354
2/6/1998,The Replacement Killers,-11032429
3/3/2006,Ultraviolet,-11477936
10/21/2005,North Country,-11675758
8/19/2011,Fright Night,-11701351
7/17/2002,Eight Legged Freaks,-12733495
7/19/1996,Fled,-12807795
6/4/2010,Splice,-12989830
4/18/2008,88 Minutes,-13069116
4/9/2004,The Whole Ten Yards,-13676031
8/1/1986,Howard the Duck,-13704226
10/24/2008,Pride and Glory,-14259279
8/26/2005,The Cave,-15111972
4/30/2004,Godsend,-15665355
6/20/2003,Alex & Emma,-15791616
9/3/2004,Wicker Park,-16998743
12/25/2005,The New World,-17287907
1/18/2013,The Last Stand,-17949701
1/15/1999,In Dreams,-18072318
3/12/1999,Wing Commander,-18421978
1/12/2001,Antitrust,-19034791
3/8/2013,Dead Man Down,-19104705
4/29/2011,Hoodwinked Too: Hood vs. Evil,-19856221
4/8/2009,Dragonball Evolution,-20637215
9/24/2004,First Daughter,-20944990
9/9/2005,An Unfinished Life,-21464425
12/25/2009,The Imaginarium of Doctor Parnassus,-22310393
12/17/2010,Barney's Version,-22497440
9/20/2002,Trapped,-23083131
6/1/1984,Once Upon a Time in America,-24678492
1/22/1999,Gloria,-25832507
9/21/2007,The Assassination of Jesse James by the Coward Robert Ford,-26090851
12/29/2004,The Merchant of Venice,-26234415
4/2/2003,The Good Thief,-26482203
8/17/2005,Supercross,-26897450
12/29/2006,Miss Potter,-27024351
5/5/2006,Wu ji,-29330375
9/23/2011,Machine Gun Preacher,-29461310
6/15/2007,DOA: Dead or Alive,-29519686
12/31/2009,Le Petit Nicolas,-29798143
10/7/2011,Xinhai geming,-29864261
1/30/2015,Wild Card,-29996800
6/5/2015,United Passions,-29999082
12/31/2010,Konferenz der Tiere,-30000000
12/31/2014,Grace of Monaco,-30000000
12/14/2007,Goodbye Bafana,-30000000
12/31/2003,Ripley's Game,-30000000
12/31/2013,Space Pirate Captain Harlock,-30000000
5/15/2015,Pitch Perfect 2,154785415
11/18/2005,Walk the Line,90519402
12/27/1995,Twelve Monkeys,28097229
9/12/2003,Once Upon a Time in Mexico,27330657
4/14/2000,Keeping the Faith,8036404
2/13/1998,The Borrowers,-6640707
12/5/2008,Frost/Nixon,-10377969
11/12/2004,Seed of Chucky,-11983810
8/23/2002,Serving Sara,-12069815
12/31/2002,Confessions of a Dangerous Mind,-12996424
8/26/2009,Taking Woodstock,-21539796
11/6/1987,Cry Freedom,-23100203
9/24/1999,Mumford,-24140431
3/4/2005,The Jacket,-22198869
11/11/1992,Aladdin,180577270
5/23/1984,Indiana Jones and the Temple of Doom,147083524
8/14/2015,Straight Outta Compton,132902085
11/20/1998,The Rugrats Movie,72491683
7/15/1988,Die Hard,52639179
4/6/2001,Along Came a Spider,46058698
2/14/2013,Safe Haven,43399120
11/7/2008,Role Models,39294270
10/10/2014,Alexander and the Terrible Horrible No Good Very Bad Day,38954149
2/6/2004,Miracle,36378093
1/28/2013,Last Vegas,35914167
1/26/2001,The Wedding Planner,32400856
3/19/2004,Dawn of the Dead,30990765
6/26/1981,For Your Eyes Only,26800000
12/14/2001,The Royal Tenenbaums,24353636
4/25/2003,Identity,24131264
10/5/2001,Serendipity,22255310
4/16/2010,Kick-Ass,20071303
9/28/2001,Zoolander,17172250
9/16/1994,Timecop,16327925
7/27/2007,No Reservations,15107979
7/16/1993,Hocus Pocus,11360491
11/11/2005,Pride & Prejudice,10372662
8/12/2011,30 Minutes or Less,9053924
12/22/2000,Dracula 2000,5000377
6/25/1982,Blade Runner,4656328
4/7/1995,Rob Roy,3341940
2/21/2014,3 Days to Kill,2697999
8/16/2013,Kick-Ass 2,795985
10/12/2007,We Own the Night,563179
9/19/2014,A Walk Among the Tombstones,-1982315
1/15/2010,The Spy Next Door,-3692894
4/25/2014,Brick Mansions,-7603171
5/12/2006,Just My Luck,-10673350
10/13/2000,Lost Souls,-11220364
4/18/2003,Winged Migration,-17237822
10/1/1999,Mystery Alaska,-19111857
8/24/2001,John Carpenter's Ghosts of Mars,-19565399
7/11/1997,A Simple Wish,-19880795
12/25/1997,Kundun,-22467699
10/3/2008,How to Lose Friends & Alienate People,-25224407
12/31/2007,Alatriste,-28000000
6/1/2007,Knocked Up,121261765
6/10/1983,Octopussy,34940579
6/26/2009,My Sister's Keeper,21700230
2/8/2008,Welcome Home Roscoe Jenkins,14668445
1/13/2012,Joyful Noise,3432113
12/14/1984,A Passage to India,-312347
12/25/2006,Notes on a Scandal,-9989882
10/19/2007,Rendition,-17763955
10/28/2011,Anonymous,-23036708
3/18/2011,Limitless,52249455
12/6/1991,Star Trek VI: The Undiscovered Country,47888996
6/7/2002,The Divine Secrets of the Ya-Ya Sisterhood,42586544
10/3/1997,Kiss the Girls,33491560
6/20/1980,The Blues Brothers,30229890
8/6/2008,The Sisterhood of the Traveling Pants 2,17089964
12/25/1994,The Jungle Book,16054607
5/17/2002,About a Boy,13803000
8/19/2011,Spy Kids: All the Time in the World,11536376
7/16/1999,Lake Placid,4770413
4/7/2006,Lucky Number Slevin,-4504534
10/21/1983,The Right Stuff,-5807898
7/20/1984,Die Unendliche Geschichte,-6841192
2/27/1998,Dark City,-12662421
9/19/2008,The Duchess,-13151022
10/1/2010,Case 39,-13738149
6/10/2005,The Honeymooners,-14165151
6/21/1985,Return to Oz,-16381187
3/27/1998,The Newton Boys,-16702103
8/27/2004,Suspect Zero,-18287436
11/2/2007,The Martian Child,-19499690
10/18/2002,Formula 51,-21795993
11/24/1999,Flawless,-22514515
5/13/2005,Mindhunters,-22523765
10/17/2008,What Just Happened,-25909053
12/12/2003,The Statement,-26234363
12/31/2006,The Magic Flute,-27000000
1/16/2009,Paul Blart: Mall Cop,120336178
8/6/2003,Freaky Friday,84222438
8/19/2005,The 40 Year-old Virgin,83243478
12/11/1998,Shakespeare in Love,74241322
12/21/1990,Kindergarten Cop,62846113
8/6/2008,The Pineapple Express,61341380
12/22/1993,Philadelphia,50512063
7/31/1998,Ever After: A Cinderella Story,39703412
8/10/1990,Flatliners,35308153
8/15/2003,Open Range,32331254
8/19/2005,Red Eye,31891803
12/9/2011,New Year's Eve,28544638
6/15/1977,A Bridge Too Far,24800000
4/26/2013,Pain & Gain,23875291
1/31/2003,Final Destination 2,20896664
12/22/2000,O Brother Where Art Thou?,19506619
12/29/2004,In Good Company,19489752
1/22/2010,Legion,14122938
8/29/2012,Lawless,11397291
3/29/2002,Clockstoppers,10985501
7/10/1985,Silverado,6076721
12/4/2009,Brothers,2544157
10/17/2014,The Best of Me,766213
3/12/2004,Agent Cody Banks 2: Destination London,-2485753
8/3/2001,Original Sin,-9478590
4/27/2012,The Raven,-9991728
2/20/2004,Welcome to Mooseport,-11530572
1/27/1995,Highlander III: The Sorcerer,-12261426
7/10/2015,Self/Less,-13720309
8/24/2001,The Curse of the Jade Scorpion,-18503478
10/18/2013,The Fifth Estate,-22745828
2/21/1997,Blood and Wine,-24924712
8/24/1997,The Grimm Brothers' Snow White,-25995000
6/30/2015,Viy,-26000000
3/17/2015,Accidental Love,-26000000
6/19/2015,The Face of an Angel,-26000000
5/17/1996,Flipper,-5482285
8/31/2005,The Constant Gardener,8079798
10/17/2008,W.,434493
2/25/2004,The Passion of the Christ,345782930
11/24/1993,Mrs. Doubtfire,193692701
8/10/2011,The Help,144705587
12/16/1988,Rain Man,143106313
12/12/2008,Gran Torino,123095302
1/30/2009,Taken,120000989
1/17/2014,Ride Along,109202565
11/25/1992,The Bodyguard,86634286
12/15/1993,Schindler's List,70494598
7/2/2003,Legally Blonde 2: Red White & Blonde,65168825
3/26/2004,Scooby-Doo 2: Monsters Unleashed,59185387
7/9/2004,Anchorman: The Legend of Ron Burgundy,59136909
8/15/2003,Freddy vs. Jason,57490748
2/16/2007,Bridge to Terabithia,57234139
12/21/2001,Jimmy Neutron: Boy Genius,55936232
1/18/2008,Cloverfield,55048433
2/5/2010,Dear John,55014842
12/25/2012,Parental Guidance,52267296
3/22/1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,51323571
6/3/1987,The Untouchables,50729280
11/9/2007,No Country for Old Men,49273505
4/13/2001,Bridget Jones's Diary,46500556
12/15/2000,Chocolat,46309760
1/21/2011,No Strings Attached,45662220
1/13/2012,Contraband,41528000
4/20/2012,The Lucky One,35457138
12/25/1993,Tombstone,31505065
3/22/2000,Romeo Must Die,30973336
6/6/2006,The Omen,29607383
2/10/2006,Final Destination 3,29098051
12/13/2013,Tyler Perry's A Madea Christmas,27543354
11/12/2004,Finding Neverland,26676606
1/27/2012,The Grey,26580136
1/28/2005,Hide and Seek,26100486
8/22/2008,The House Bunny,23237389
3/14/2003,Agent Cody Banks,22545060
1/27/2006,Nanny McPhee,22124400
9/19/1990,Goodfellas,21261759
8/15/2014,The Giver,20090374
12/9/1983,Scarface,19942821
7/18/1997,Nothing To Lose,19477235
12/27/2002,The Hours,16597830
8/22/1997,Money Talks,16067398
11/20/1987,The Last Emperor,15295591
12/26/2007,There Will Be Blood,15222514
12/20/2002,The Wild Thornberrys Movie,14882925
6/13/2003,Rugrats Go Wild,14402572
6/1/2005,The Sisterhood of the Traveling Pants,14008741
5/31/2002,Undercover Brother,13230435
12/25/2013,August: Osage County,12738810
7/6/2001,Kiss of the Dragon,11833473
5/10/2014,Million Dollar Arm,11447959
3/30/2005,Beauty Shop,11351350
4/4/2003,What a Girl Wants,10990505
8/29/2003,Jeepers Creepers II,10623801
9/21/2007,Good Luck Chuck,10017297
2/28/2003,Cradle 2 the Grave,9657731
3/17/2006,She's the Man,8687630
12/10/2014,The Gambler,8680992
8/24/2007,Mr. Bean's Holiday,7589350
10/16/1998,Bride of Chucky,7368960
11/17/2007,August Rush,6664162
8/27/2004,Anacondas: The Hunt for the Blood Orchid,6526393
12/9/2011,The Sitter,5542576
11/6/1998,Elizabeth,5012990
9/23/1970,Tora Tora Tora,4548291
1/23/1998,Spice World,4247405
4/11/2014,Draft Day,3842237
9/23/1994,The Shawshank Redemption,3233104
5/22/2009,Dance Flick,662155
4/20/2001,Crocodile Dundee in Los Angeles,590119
7/26/1996,Kingpin,-120031
3/18/2005,Ice Princess,-618666
8/26/2011,Don't Be Afraid of the Dark,-953318
4/23/2010,The Losers,-1408568
8/24/2007,War,-2513591
4/7/1995,Don Juan DeMarco,-2988859
4/22/2005,A Lot Like Love,-3164216
5/1/1998,He Got Game,-3445415
2/11/2011,The Eagle,-5509959
9/2/2011,Shark Night 3D,-6122847
10/11/2002,Punch-Drunk Love,-7208969
2/20/2004,Eurotrip,-7281777
4/4/2008,The Ruins,-7567156
10/25/2013,The Counselor,-8026285
12/8/2006,Unaccompanied Minors,-8344776
4/1/1988,Bright Lights Big City,-8881923
11/15/2002,Half Past Dead,-9432140
4/18/1986,Legend,-9497888
9/30/2005,The Greatest Game Ever Played,-9668711
11/6/2009,The Box,-9948023
7/26/1996,The Adventures of Pinocchio,-10011423
3/3/2000,The Next Best Thing,-10016428
10/8/2010,My Soul to Take,-10255565
4/9/2004,The Girl Next Door,-10410556
8/15/2008,Fly Me To the Moon,-10456057
9/13/1996,Maximum Risk,-10960562
9/13/2002,Stealing Harvard,-11026468
8/3/2007,Hot Rod,-11061668
9/9/2011,Warrior,-11342885
12/24/1999,Angela's Ashes,-11961340
12/21/2012,Cirque du Soleil: Worlds Away,-12487138
6/21/1985,Lifeforce,-13396455
4/15/2011,The Conspirator,-13461796
7/3/2002,The Powerpuff Girls,-13588356
10/11/1996,Michael Collins,-13969037
6/3/2005,The Lords of Dogtown,-13991568
3/28/2008,Stop-Loss,-14084256
7/1/1986,Big Trouble in Little China,-14088310
10/8/1993,Gettysburg,-14268003
10/18/2002,Abandon,-14280633
9/16/2011,Straw Dogs,-14675559
8/13/1999,Brokedown Palace,-14884986
8/16/2002,Possession,-14896353
4/19/1996,Mrs. Winterbourne,-14960434
5/17/1991,Stone Cold,-15713686
11/25/2009,The Road,-16885730
4/6/2007,The Hoax,-17835005
8/17/1984,Sheena,-19221647
9/2/2005,Underclassman,-19345223
3/23/2001,Say It Isn't So,-19483292
12/7/2005,The World's Fastest Indian,-19871876
4/25/2008,Deception,-20401494
4/22/2005,King's Ransom,-20991473
3/1/1995,Tank Girl,-21182868
10/3/2008,Blindness,-21926608
12/16/2011,Carnage,-22453253
1/6/2006,BloodRayne,-22594580
11/20/2009,Bad Lieutenant: Port of Call New Orleans,-23297888
11/25/2009,Me and Orson Welles,-23809997
9/16/2005,Venom,-24118255
10/14/2005,Where the Truth Lies,-24127858
9/11/1998,Without Limits,-24222577
12/21/2012,On the Road,-24279172
8/24/2012,Les petits mouchoirs,-24794495
6/30/2010,Love Ranch,-24862115
4/24/2015,Yi ge ren de wu lin,-24870885
12/31/2010,Sammy's avonturen: De geheime doorgang,-25000000
12/31/2010,Belka i Strelka. Zvezdnye sobaki,-25000000
10/4/2011,La véritable histoire du Chat Botté,-25000000
7/8/2011,Ironclad,-25000000
1/1/1970,Waterloo,-25000000
3/10/2015,Red Sky,-25000000
1/10/2014,The Adventurer: The Curse of the Midas Box,-25000000
12/31/2015,Tulip Fever,-25000000
12/31/2016,Reagan,-25000000
11/9/2012,Dangerous Liaisons,-24183000
11/26/1986,Star Trek IV: The Voyage Home,83109310
12/12/1997,Scream 2,77334374
2/21/2003,Old School,51155000
12/20/2006,Rocky Balboa,46269899
6/20/2014,Think Like a Man Too,41028687
2/18/2000,The Whole Nine Yards,33262492
10/14/2011,Footloose,27802742
9/20/1991,The Fisher King,17798224
11/13/1998,I Still Know What You Did Last Summer,15989088
12/16/1969,Hello Dolly,9208099
4/7/2000,Return to Me,8662299
11/6/2009,The Men Who Stare at Goats,8428195
10/31/2008,Zack and Miri Make a Porno,7457946
1/12/2001,Double Take,5823162
12/21/1999,Girl Interrupted,4871190
9/8/2000,Nurse Betty,1170054
8/20/2010,Piranha 3D,1003155
11/24/2010,Faster,-759980
1/23/2004,Win a Date with Tad Hamilton!,-7019902
7/14/1999,Muppets From Space,-7695214
10/24/1978,The Wiz,-11000000
4/7/2000,Ready to Rumble,-11627590
9/16/2011,I Don't Know How She Does It,-14340926
12/24/1999,Play it to the Bone,-15572796
12/17/2004,Beyond the Sea,-17855194
6/10/2005,Hauru no ugoku shiro,-19289545
3/27/1998,Meet the Deedles,-19648659
8/25/1995,The Princess and the Cobbler,-23364619
6/10/2005,The Bridge of San Luis Rey,-23950019
10/2/2009,Zombieland,51990286
5/21/1980,Star Wars Ep. V: The Empire Strikes Back,267158751
11/6/1998,The Waterboy,138487252
6/28/1991,The Naked Gun 2½: The Smell of Fear,62748264
4/7/1995,Bad Boys,42637842
3/17/2000,Final Destination,30302314
12/17/1976,King Kong,29614445
10/7/2011,The Ides of March,17962534
2/18/2000,Pitch Black,16235088
3/30/2001,Someone Like You,4338033
12/18/2013,Her,2568251
10/5/2001,Joy Ride,-1026818
1/20/2012,Haywire,-4057604
11/12/1999,Anywhere But Here,-4346385
9/1/2004,Vanity Fair,-6876149
7/17/1987,Jaws 4: The Revenge,-7271665
8/25/2000,The Crew,-9980747
12/20/1996,Marvin's Room,-10217492
1/9/2004,Chasing Liberty,-10810486
8/22/2008,The Longshots,-11488677
12/3/1999,The End of the Affair,-12339853
8/23/1991,Harley Davidson and the Marlboro Man,-15981475
9/14/2007,In the Valley of Elah,-16222259
9/25/2009,Coco avant Chanel,-16886166
6/26/2009,Cheri,-20284343
4/25/2008,Rogue,-22989548
12/31/2009,Shi Yue Wei Cheng,-23000000
6/24/1987,Spaceballs,14025144
6/22/2007,1408,49475611
4/24/2015,The Water Diviner,-18299883
7/13/1990,Ghost,184143657
7/15/1998,There's Something About Mary,154483808
11/11/1994,The Santa Clause,122700007
9/22/2007,The Game Plan,68648202
3/29/2002,The Rookie,53600072
6/2/1995,The Bridges of Madison County,49477088
2/28/2014,Son of God,37700064
6/1/2001,The Animal,33762229
8/8/2014,The Hundred-Foot Journey,32235441
12/8/1982,Gandhi,30767889
9/19/2003,Underworld,29970690
7/28/1995,The Net,28620117
8/3/2012,Diary of a Wimpy Kid: Dog Days,27008662
12/28/2001,I Am Sam,18270895
11/11/2005,Derailed,14020063
9/18/2009,The Informant!,11316821
11/22/2013,Delivery Man,8659817
8/24/2001,Jay and Silent Bob Strike Back,8059386
12/29/1993,Shadowlands,3842377
8/27/2008,Traitor,1530831
8/12/2005,Deuce Bigalow: European Gigolo,264487
1/18/2008,Mad Money,-1331157
11/27/2013,Homefront,-1841508
9/19/2008,Igor,-2471398
2/9/2001,Saving Silverman,-2648431
7/2/1999,Summer of Sam,-2711870
9/14/2001,The Glass House,-4048569
9/4/2015,The Transporter Refueled,-6076873
6/13/1980,The Island,-6283172
4/11/2001,Josie and the Pussycats,-7747170
8/22/2012,Hit & Run,-8250700
10/27/2000,The Little Vampire,-8444012
10/1/2004,I Heart Huckabees,-9215287
12/4/2013,Out of the Furnace,-10669151
11/5/1993,RoboCop 3,-11303790
8/27/1999,Dudley Do-Right,-12181208
9/21/2001,Megiddo: Omega Code 2,-15952309
1/1/1970,Darling Lili,-17000000
11/23/2005,The Libertine,-17164935
4/6/2007,Zwartboek,-17601468
10/31/2014,Before I Go to Sleep,-18757543
10/8/2010,Stone,-20189922
3/3/2006,Joyeux Noël,-20945639
12/31/2013,Metegol,-22000000
12/31/2015,The Butterbly God,-22000000
6/24/1977,Sorcerer,-9600000
7/27/2007,Molière,-20964267
10/5/2007,Michael Clayton,27533882
